split,class,image_source,mask_source,width,height,bands,dtype,mask_width,mask_height,mask_unique,nan,posinf,neginf,status,issues
train,Oil,Oil/00780.tif,Mask_oil/00780.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01267.tif,Mask_oil/01267.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00098.tif,Mask_oil/00098.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00732.tif,Mask_oil/00732.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00045.tif,Mask_oil/00045.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00705.tif,Mask_oil/00705.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01278.tif,Mask_oil/01278.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00309.tif,Mask_oil/00309.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00677.tif,Mask_oil/00677.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00155.tif,Mask_oil/00155.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00491.tif,Mask_oil/00491.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00295.tif,Mask_oil/00295.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01072.tif,Mask_oil/01072.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00798.tif,Mask_oil/00798.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00084.tif,Mask_oil/00084.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00706.tif,Mask_oil/00706.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00085.tif,Mask_oil/00085.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00238.tif,Mask_oil/00238.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00982.tif,Mask_oil/00982.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00097.tif,Mask_oil/00097.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00609.tif,Mask_oil/00609.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01020.tif,Mask_oil/01020.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01180.tif,Mask_oil/01180.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00633.tif,Mask_oil/00633.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00984.tif,Mask_oil/00984.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01216.tif,Mask_oil/01216.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00569.tif,Mask_oil/00569.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00694.tif,Mask_oil/00694.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01068.tif,Mask_oil/01068.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00067.tif,Mask_oil/00067.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00395.tif,Mask_oil/00395.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01194.tif,Mask_oil/01194.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01098.tif,Mask_oil/01098.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00645.tif,Mask_oil/00645.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00862.tif,Mask_oil/00862.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00688.tif,Mask_oil/00688.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00069.tif,Mask_oil/00069.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00276.tif,Mask_oil/00276.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00373.tif,Mask_oil/00373.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01174.tif,Mask_oil/01174.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00198.tif,Mask_oil/00198.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00582.tif,Mask_oil/00582.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01298.tif,Mask_oil/01298.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00784.tif,Mask_oil/00784.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01273.tif,Mask_oil/01273.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01043.tif,Mask_oil/01043.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00857.tif,Mask_oil/00857.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00822.tif,Mask_oil/00822.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01111.tif,Mask_oil/01111.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01240.tif,Mask_oil/01240.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00545.tif,Mask_oil/00545.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01122.tif,Mask_oil/01122.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00913.tif,Mask_oil/00913.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00335.tif,Mask_oil/00335.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00475.tif,Mask_oil/00475.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00002.tif,Mask_oil/00002.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00464.tif,Mask_oil/00464.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00210.tif,Mask_oil/00210.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00073.tif,Mask_oil/00073.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01164.tif,Mask_oil/01164.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00488.tif,Mask_oil/00488.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00996.tif,Mask_oil/00996.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00270.tif,Mask_oil/00270.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00573.tif,Mask_oil/00573.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01139.tif,Mask_oil/01139.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01119.tif,Mask_oil/01119.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00212.tif,Mask_oil/00212.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00297.tif,Mask_oil/00297.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00980.tif,Mask_oil/00980.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00881.tif,Mask_oil/00881.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01061.tif,Mask_oil/01061.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00115.tif,Mask_oil/00115.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00016.tif,Mask_oil/00016.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00967.tif,Mask_oil/00967.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00643.tif,Mask_oil/00643.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00771.tif,Mask_oil/00771.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01337.tif,Mask_oil/01337.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01099.tif,Mask_oil/01099.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01336.tif,Mask_oil/01336.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00987.tif,Mask_oil/00987.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01091.tif,Mask_oil/01091.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00938.tif,Mask_oil/00938.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00533.tif,Mask_oil/00533.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00092.tif,Mask_oil/00092.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01058.tif,Mask_oil/01058.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01007.tif,Mask_oil/01007.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01288.tif,Mask_oil/01288.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00554.tif,Mask_oil/00554.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01141.tif,Mask_oil/01141.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00235.tif,Mask_oil/00235.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01247.tif,Mask_oil/01247.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00181.tif,Mask_oil/00181.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00539.tif,Mask_oil/00539.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00639.tif,Mask_oil/00639.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01118.tif,Mask_oil/01118.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00247.tif,Mask_oil/00247.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00318.tif,Mask_oil/00318.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00142.tif,Mask_oil/00142.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00993.tif,Mask_oil/00993.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00930.tif,Mask_oil/00930.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00423.tif,Mask_oil/00423.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00854.tif,Mask_oil/00854.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00490.tif,Mask_oil/00490.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00075.tif,Mask_oil/00075.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00121.tif,Mask_oil/00121.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00765.tif,Mask_oil/00765.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00776.tif,Mask_oil/00776.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01303.tif,Mask_oil/01303.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00062.tif,Mask_oil/00062.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00855.tif,Mask_oil/00855.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00995.tif,Mask_oil/00995.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00559.tif,Mask_oil/00559.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00498.tif,Mask_oil/00498.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01170.tif,Mask_oil/01170.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00438.tif,Mask_oil/00438.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00520.tif,Mask_oil/00520.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00781.tif,Mask_oil/00781.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00119.tif,Mask_oil/00119.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01226.tif,Mask_oil/01226.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00245.tif,Mask_oil/00245.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00494.tif,Mask_oil/00494.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00937.tif,Mask_oil/00937.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01124.tif,Mask_oil/01124.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00914.tif,Mask_oil/00914.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00305.tif,Mask_oil/00305.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00565.tif,Mask_oil/00565.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00685.tif,Mask_oil/00685.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00678.tif,Mask_oil/00678.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01015.tif,Mask_oil/01015.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01070.tif,Mask_oil/01070.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01320.tif,Mask_oil/01320.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01248.tif,Mask_oil/01248.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01258.tif,Mask_oil/01258.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00273.tif,Mask_oil/00273.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00580.tif,Mask_oil/00580.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00792.tif,Mask_oil/00792.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01238.tif,Mask_oil/01238.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00299.tif,Mask_oil/00299.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00615.tif,Mask_oil/00615.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00087.tif,Mask_oil/00087.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01173.tif,Mask_oil/01173.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00991.tif,Mask_oil/00991.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00036.tif,Mask_oil/00036.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01039.tif,Mask_oil/01039.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00175.tif,Mask_oil/00175.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00549.tif,Mask_oil/00549.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00153.tif,Mask_oil/00153.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00184.tif,Mask_oil/00184.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00015.tif,Mask_oil/00015.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01314.tif,Mask_oil/01314.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00552.tif,Mask_oil/00552.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00048.tif,Mask_oil/00048.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00799.tif,Mask_oil/00799.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00167.tif,Mask_oil/00167.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00540.tif,Mask_oil/00540.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00595.tif,Mask_oil/00595.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00304.tif,Mask_oil/00304.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01036.tif,Mask_oil/01036.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01009.tif,Mask_oil/01009.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00874.tif,Mask_oil/00874.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01233.tif,Mask_oil/01233.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00737.tif,Mask_oil/00737.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00489.tif,Mask_oil/00489.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00512.tif,Mask_oil/00512.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00977.tif,Mask_oil/00977.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01239.tif,Mask_oil/01239.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00413.tif,Mask_oil/00413.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01086.tif,Mask_oil/01086.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00326.tif,Mask_oil/00326.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00321.tif,Mask_oil/00321.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00178.tif,Mask_oil/00178.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01115.tif,Mask_oil/01115.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00217.tif,Mask_oil/00217.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01286.tif,Mask_oil/01286.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00574.tif,Mask_oil/00574.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00151.tif,Mask_oil/00151.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00571.tif,Mask_oil/00571.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00727.tif,Mask_oil/00727.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00852.tif,Mask_oil/00852.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00283.tif,Mask_oil/00283.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00043.tif,Mask_oil/00043.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01120.tif,Mask_oil/01120.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00767.tif,Mask_oil/00767.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00001.tif,Mask_oil/00001.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00405.tif,Mask_oil/00405.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00875.tif,Mask_oil/00875.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01224.tif,Mask_oil/01224.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01319.tif,Mask_oil/01319.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01201.tif,Mask_oil/01201.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00708.tif,Mask_oil/00708.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00269.tif,Mask_oil/00269.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01167.tif,Mask_oil/01167.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00441.tif,Mask_oil/00441.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01152.tif,Mask_oil/01152.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00629.tif,Mask_oil/00629.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00006.tif,Mask_oil/00006.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01041.tif,Mask_oil/01041.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00398.tif,Mask_oil/00398.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01001.tif,Mask_oil/01001.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00697.tif,Mask_oil/00697.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01338.tif,Mask_oil/01338.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01308.tif,Mask_oil/01308.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01266.tif,Mask_oil/01266.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00288.tif,Mask_oil/00288.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00024.tif,Mask_oil/00024.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/00603.tif,Mask_oil/00603.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01215.tif,Mask_oil/01215.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
val,Oil,Oil/01071.tif,Mask_oil/01071.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
