image,mask,class,image_shape,mask_shape,shape_match,pair_status,note
Oil/00798.tif,Mask_oil/00798.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00799.tif,Mask_oil/00799.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00800.tif,Mask_oil/00800.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00801.tif,Mask_oil/00801.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00802.tif,Mask_oil/00802.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00803.tif,Mask_oil/00803.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00804.tif,Mask_oil/00804.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00805.tif,Mask_oil/00805.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00806.tif,Mask_oil/00806.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00807.tif,Mask_oil/00807.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00808.tif,Mask_oil/00808.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00809.tif,Mask_oil/00809.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00810.tif,Mask_oil/00810.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00811.tif,Mask_oil/00811.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00812.tif,Mask_oil/00812.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00813.tif,Mask_oil/00813.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00815.tif,Mask_oil/00815.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00816.tif,Mask_oil/00816.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00817.tif,Mask_oil/00817.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00818.tif,Mask_oil/00818.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00820.tif,Mask_oil/00820.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00821.tif,Mask_oil/00821.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00822.tif,Mask_oil/00822.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00823.tif,Mask_oil/00823.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00824.tif,Mask_oil/00824.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00825.tif,Mask_oil/00825.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00826.tif,Mask_oil/00826.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00827.tif,Mask_oil/00827.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00828.tif,Mask_oil/00828.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00829.tif,Mask_oil/00829.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00830.tif,Mask_oil/00830.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00831.tif,Mask_oil/00831.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00832.tif,Mask_oil/00832.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00833.tif,Mask_oil/00833.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00834.tif,Mask_oil/00834.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00835.tif,Mask_oil/00835.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00836.tif,Mask_oil/00836.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00837.tif,Mask_oil/00837.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00838.tif,Mask_oil/00838.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00839.tif,Mask_oil/00839.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00840.tif,Mask_oil/00840.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00841.tif,Mask_oil/00841.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00842.tif,Mask_oil/00842.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00843.tif,Mask_oil/00843.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00844.tif,Mask_oil/00844.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00845.tif,Mask_oil/00845.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00846.tif,Mask_oil/00846.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00847.tif,Mask_oil/00847.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00848.tif,Mask_oil/00848.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00849.tif,Mask_oil/00849.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00850.tif,Mask_oil/00850.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00851.tif,Mask_oil/00851.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00852.tif,Mask_oil/00852.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00853.tif,Mask_oil/00853.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00854.tif,Mask_oil/00854.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00855.tif,Mask_oil/00855.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00856.tif,Mask_oil/00856.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00857.tif,Mask_oil/00857.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00858.tif,Mask_oil/00858.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00859.tif,Mask_oil/00859.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00860.tif,Mask_oil/00860.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00861.tif,Mask_oil/00861.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00862.tif,Mask_oil/00862.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00863.tif,Mask_oil/00863.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00864.tif,Mask_oil/00864.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00865.tif,Mask_oil/00865.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00866.tif,Mask_oil/00866.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00867.tif,Mask_oil/00867.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00869.tif,Mask_oil/00869.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00870.tif,Mask_oil/00870.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00871.tif,Mask_oil/00871.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00872.tif,Mask_oil/00872.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00873.tif,Mask_oil/00873.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00874.tif,Mask_oil/00874.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00875.tif,Mask_oil/00875.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00876.tif,Mask_oil/00876.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00877.tif,Mask_oil/00877.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00878.tif,Mask_oil/00878.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00879.tif,Mask_oil/00879.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00880.tif,Mask_oil/00880.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00881.tif,Mask_oil/00881.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00882.tif,Mask_oil/00882.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00883.tif,Mask_oil/00883.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00884.tif,Mask_oil/00884.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00885.tif,Mask_oil/00885.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00886.tif,Mask_oil/00886.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00887.tif,Mask_oil/00887.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00888.tif,Mask_oil/00888.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00889.tif,Mask_oil/00889.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00890.tif,Mask_oil/00890.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00891.tif,Mask_oil/00891.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00892.tif,Mask_oil/00892.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00893.tif,Mask_oil/00893.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00894.tif,Mask_oil/00894.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00895.tif,Mask_oil/00895.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00896.tif,Mask_oil/00896.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00897.tif,Mask_oil/00897.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00898.tif,Mask_oil/00898.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00899.tif,Mask_oil/00899.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00900.tif,Mask_oil/00900.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00901.tif,Mask_oil/00901.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00902.tif,Mask_oil/00902.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00903.tif,Mask_oil/00903.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00904.tif,Mask_oil/00904.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00905.tif,Mask_oil/00905.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00906.tif,Mask_oil/00906.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00907.tif,Mask_oil/00907.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00909.tif,Mask_oil/00909.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00910.tif,Mask_oil/00910.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00911.tif,Mask_oil/00911.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00912.tif,Mask_oil/00912.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00913.tif,Mask_oil/00913.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00914.tif,Mask_oil/00914.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00915.tif,Mask_oil/00915.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00916.tif,Mask_oil/00916.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00917.tif,Mask_oil/00917.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00918.tif,Mask_oil/00918.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00919.tif,Mask_oil/00919.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00920.tif,Mask_oil/00920.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00921.tif,Mask_oil/00921.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00922.tif,Mask_oil/00922.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00923.tif,Mask_oil/00923.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00924.tif,Mask_oil/00924.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00925.tif,Mask_oil/00925.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00926.tif,Mask_oil/00926.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00927.tif,Mask_oil/00927.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00928.tif,Mask_oil/00928.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00929.tif,Mask_oil/00929.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00930.tif,Mask_oil/00930.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00931.tif,Mask_oil/00931.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00932.tif,Mask_oil/00932.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00933.tif,Mask_oil/00933.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00934.tif,Mask_oil/00934.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00935.tif,Mask_oil/00935.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00936.tif,Mask_oil/00936.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00937.tif,Mask_oil/00937.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00938.tif,Mask_oil/00938.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00939.tif,Mask_oil/00939.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00940.tif,Mask_oil/00940.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00941.tif,Mask_oil/00941.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00942.tif,Mask_oil/00942.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00943.tif,Mask_oil/00943.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00944.tif,Mask_oil/00944.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00945.tif,Mask_oil/00945.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00946.tif,Mask_oil/00946.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00947.tif,Mask_oil/00947.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00948.tif,Mask_oil/00948.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00949.tif,Mask_oil/00949.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00950.tif,Mask_oil/00950.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00951.tif,Mask_oil/00951.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00952.tif,Mask_oil/00952.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00953.tif,Mask_oil/00953.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00954.tif,Mask_oil/00954.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00955.tif,Mask_oil/00955.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00956.tif,Mask_oil/00956.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00957.tif,Mask_oil/00957.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00958.tif,Mask_oil/00958.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00959.tif,Mask_oil/00959.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00960.tif,Mask_oil/00960.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00961.tif,Mask_oil/00961.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00962.tif,Mask_oil/00962.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00963.tif,Mask_oil/00963.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00964.tif,Mask_oil/00964.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00965.tif,Mask_oil/00965.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00966.tif,Mask_oil/00966.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00967.tif,Mask_oil/00967.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00968.tif,Mask_oil/00968.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00969.tif,Mask_oil/00969.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00970.tif,Mask_oil/00970.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00971.tif,Mask_oil/00971.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00972.tif,Mask_oil/00972.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00973.tif,Mask_oil/00973.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00974.tif,Mask_oil/00974.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00975.tif,Mask_oil/00975.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00976.tif,Mask_oil/00976.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00977.tif,Mask_oil/00977.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00978.tif,Mask_oil/00978.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00979.tif,Mask_oil/00979.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00980.tif,Mask_oil/00980.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00981.tif,Mask_oil/00981.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00982.tif,Mask_oil/00982.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00983.tif,Mask_oil/00983.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00984.tif,Mask_oil/00984.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00985.tif,Mask_oil/00985.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00986.tif,Mask_oil/00986.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00987.tif,Mask_oil/00987.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00988.tif,Mask_oil/00988.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00989.tif,Mask_oil/00989.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00990.tif,Mask_oil/00990.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00991.tif,Mask_oil/00991.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00992.tif,Mask_oil/00992.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00993.tif,Mask_oil/00993.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00994.tif,Mask_oil/00994.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00995.tif,Mask_oil/00995.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00996.tif,Mask_oil/00996.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00997.tif,Mask_oil/00997.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00998.tif,Mask_oil/00998.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00999.tif,Mask_oil/00999.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01000.tif,Mask_oil/01000.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01001.tif,Mask_oil/01001.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01002.tif,Mask_oil/01002.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01003.tif,Mask_oil/01003.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01004.tif,Mask_oil/01004.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01005.tif,Mask_oil/01005.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01007.tif,Mask_oil/01007.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01008.tif,Mask_oil/01008.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01009.tif,Mask_oil/01009.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01010.tif,Mask_oil/01010.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01011.tif,Mask_oil/01011.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01012.tif,Mask_oil/01012.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01013.tif,Mask_oil/01013.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01014.tif,Mask_oil/01014.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01015.tif,Mask_oil/01015.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01016.tif,Mask_oil/01016.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01017.tif,Mask_oil/01017.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01018.tif,Mask_oil/01018.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01019.tif,Mask_oil/01019.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01020.tif,Mask_oil/01020.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01021.tif,Mask_oil/01021.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01022.tif,Mask_oil/01022.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01023.tif,Mask_oil/01023.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01024.tif,Mask_oil/01024.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01025.tif,Mask_oil/01025.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01026.tif,Mask_oil/01026.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01027.tif,Mask_oil/01027.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01028.tif,Mask_oil/01028.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01029.tif,Mask_oil/01029.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01030.tif,Mask_oil/01030.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01031.tif,Mask_oil/01031.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01032.tif,Mask_oil/01032.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01033.tif,Mask_oil/01033.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01034.tif,Mask_oil/01034.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01035.tif,Mask_oil/01035.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01036.tif,Mask_oil/01036.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01037.tif,Mask_oil/01037.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01038.tif,Mask_oil/01038.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01039.tif,Mask_oil/01039.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01040.tif,Mask_oil/01040.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01041.tif,Mask_oil/01041.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01042.tif,Mask_oil/01042.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01043.tif,Mask_oil/01043.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01044.tif,Mask_oil/01044.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01045.tif,Mask_oil/01045.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01046.tif,Mask_oil/01046.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01047.tif,Mask_oil/01047.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01048.tif,Mask_oil/01048.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01049.tif,Mask_oil/01049.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01050.tif,Mask_oil/01050.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01051.tif,Mask_oil/01051.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01052.tif,Mask_oil/01052.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01053.tif,Mask_oil/01053.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01054.tif,Mask_oil/01054.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01055.tif,Mask_oil/01055.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01057.tif,Mask_oil/01057.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01058.tif,Mask_oil/01058.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01059.tif,Mask_oil/01059.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01060.tif,Mask_oil/01060.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01061.tif,Mask_oil/01061.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01062.tif,Mask_oil/01062.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01063.tif,Mask_oil/01063.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01064.tif,Mask_oil/01064.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01065.tif,Mask_oil/01065.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01066.tif,Mask_oil/01066.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01067.tif,Mask_oil/01067.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01068.tif,Mask_oil/01068.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01069.tif,Mask_oil/01069.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01070.tif,Mask_oil/01070.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01071.tif,Mask_oil/01071.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01072.tif,Mask_oil/01072.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01073.tif,Mask_oil/01073.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01074.tif,Mask_oil/01074.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01075.tif,Mask_oil/01075.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01076.tif,Mask_oil/01076.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01077.tif,Mask_oil/01077.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01078.tif,Mask_oil/01078.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01079.tif,Mask_oil/01079.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01080.tif,Mask_oil/01080.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01081.tif,Mask_oil/01081.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01082.tif,Mask_oil/01082.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01083.tif,Mask_oil/01083.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01084.tif,Mask_oil/01084.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01085.tif,Mask_oil/01085.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01086.tif,Mask_oil/01086.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01087.tif,Mask_oil/01087.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01088.tif,Mask_oil/01088.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01090.tif,Mask_oil/01090.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01091.tif,Mask_oil/01091.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01093.tif,Mask_oil/01093.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01095.tif,Mask_oil/01095.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01096.tif,Mask_oil/01096.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/01097.tif,Mask_oil/01097.tif,Oil,2048x2048,2048x2048,PASS,PASS,
