tile_id,split,class,image_id,image_path,mask_path,x,y,tile_width,tile_height,original_width,original_height
train_Lookalike_00135_x1536_y0512,train,Lookalike,Lookalike/00135.tif,train/images/Lookalike/00135.tif,train/masks/Lookalike/00135.tif,1536,512,512,512,2048,2048
train_Lookalike_00135_x0000_y1024,train,Lookalike,Lookalike/00135.tif,train/images/Lookalike/00135.tif,train/masks/Lookalike/00135.tif,0,1024,512,512,2048,2048
train_Lookalike_00135_x0512_y1024,train,Lookalike,Lookalike/00135.tif,train/images/Lookalike/00135.tif,train/masks/Lookalike/00135.tif,512,1024,512,512,2048,2048
train_Lookalike_00135_x1024_y1024,train,Lookalike,Lookalike/00135.tif,train/images/Lookalike/00135.tif,train/masks/Lookalike/00135.tif,1024,1024,512,512,2048,2048
train_Lookalike_00135_x1536_y1024,train,Lookalike,Lookalike/00135.tif,train/images/Lookalike/00135.tif,train/masks/Lookalike/00135.tif,1536,1024,512,512,2048,2048
train_Lookalike_00135_x0000_y1536,train,Lookalike,Lookalike/00135.tif,train/images/Lookalike/00135.tif,train/masks/Lookalike/00135.tif,0,1536,512,512,2048,2048
train_Lookalike_00135_x0512_y1536,train,Lookalike,Lookalike/00135.tif,train/images/Lookalike/00135.tif,train/masks/Lookalike/00135.tif,512,1536,512,512,2048,2048
train_Lookalike_00135_x1024_y1536,train,Lookalike,Lookalike/00135.tif,train/images/Lookalike/00135.tif,train/masks/Lookalike/00135.tif,1024,1536,512,512,2048,2048
train_Lookalike_00135_x1536_y1536,train,Lookalike,Lookalike/00135.tif,train/images/Lookalike/00135.tif,train/masks/Lookalike/00135.tif,1536,1536,512,512,2048,2048
train_Lookalike_00137_x0000_y0000,train,Lookalike,Lookalike/00137.tif,train/images/Lookalike/00137.tif,train/masks/Lookalike/00137.tif,0,0,512,512,2048,2048
train_Lookalike_00137_x0512_y0000,train,Lookalike,Lookalike/00137.tif,train/images/Lookalike/00137.tif,train/masks/Lookalike/00137.tif,512,0,512,512,2048,2048
train_Lookalike_00137_x1024_y0000,train,Lookalike,Lookalike/00137.tif,train/images/Lookalike/00137.tif,train/masks/Lookalike/00137.tif,1024,0,512,512,2048,2048
train_Lookalike_00137_x1536_y0000,train,Lookalike,Lookalike/00137.tif,train/images/Lookalike/00137.tif,train/masks/Lookalike/00137.tif,1536,0,512,512,2048,2048
train_Lookalike_00137_x0000_y0512,train,Lookalike,Lookalike/00137.tif,train/images/Lookalike/00137.tif,train/masks/Lookalike/00137.tif,0,512,512,512,2048,2048
train_Lookalike_00137_x0512_y0512,train,Lookalike,Lookalike/00137.tif,train/images/Lookalike/00137.tif,train/masks/Lookalike/00137.tif,512,512,512,512,2048,2048
train_Lookalike_00137_x1024_y0512,train,Lookalike,Lookalike/00137.tif,train/images/Lookalike/00137.tif,train/masks/Lookalike/00137.tif,1024,512,512,512,2048,2048
train_Lookalike_00137_x1536_y0512,train,Lookalike,Lookalike/00137.tif,train/images/Lookalike/00137.tif,train/masks/Lookalike/00137.tif,1536,512,512,512,2048,2048
train_Lookalike_00137_x0000_y1024,train,Lookalike,Lookalike/00137.tif,train/images/Lookalike/00137.tif,train/masks/Lookalike/00137.tif,0,1024,512,512,2048,2048
train_Lookalike_00137_x0512_y1024,train,Lookalike,Lookalike/00137.tif,train/images/Lookalike/00137.tif,train/masks/Lookalike/00137.tif,512,1024,512,512,2048,2048
train_Lookalike_00137_x1024_y1024,train,Lookalike,Lookalike/00137.tif,train/images/Lookalike/00137.tif,train/masks/Lookalike/00137.tif,1024,1024,512,512,2048,2048
train_Lookalike_00137_x1536_y1024,train,Lookalike,Lookalike/00137.tif,train/images/Lookalike/00137.tif,train/masks/Lookalike/00137.tif,1536,1024,512,512,2048,2048
train_Lookalike_00137_x0000_y1536,train,Lookalike,Lookalike/00137.tif,train/images/Lookalike/00137.tif,train/masks/Lookalike/00137.tif,0,1536,512,512,2048,2048
train_Lookalike_00137_x0512_y1536,train,Lookalike,Lookalike/00137.tif,train/images/Lookalike/00137.tif,train/masks/Lookalike/00137.tif,512,1536,512,512,2048,2048
train_Lookalike_00137_x1024_y1536,train,Lookalike,Lookalike/00137.tif,train/images/Lookalike/00137.tif,train/masks/Lookalike/00137.tif,1024,1536,512,512,2048,2048
train_Lookalike_00137_x1536_y1536,train,Lookalike,Lookalike/00137.tif,train/images/Lookalike/00137.tif,train/masks/Lookalike/00137.tif,1536,1536,512,512,2048,2048
train_Lookalike_00139_x0000_y0000,train,Lookalike,Lookalike/00139.tif,train/images/Lookalike/00139.tif,train/masks/Lookalike/00139.tif,0,0,512,512,2048,2048
train_Lookalike_00139_x0512_y0000,train,Lookalike,Lookalike/00139.tif,train/images/Lookalike/00139.tif,train/masks/Lookalike/00139.tif,512,0,512,512,2048,2048
train_Lookalike_00139_x1024_y0000,train,Lookalike,Lookalike/00139.tif,train/images/Lookalike/00139.tif,train/masks/Lookalike/00139.tif,1024,0,512,512,2048,2048
train_Lookalike_00139_x1536_y0000,train,Lookalike,Lookalike/00139.tif,train/images/Lookalike/00139.tif,train/masks/Lookalike/00139.tif,1536,0,512,512,2048,2048
train_Lookalike_00139_x0000_y0512,train,Lookalike,Lookalike/00139.tif,train/images/Lookalike/00139.tif,train/masks/Lookalike/00139.tif,0,512,512,512,2048,2048
train_Lookalike_00139_x0512_y0512,train,Lookalike,Lookalike/00139.tif,train/images/Lookalike/00139.tif,train/masks/Lookalike/00139.tif,512,512,512,512,2048,2048
train_Lookalike_00139_x1024_y0512,train,Lookalike,Lookalike/00139.tif,train/images/Lookalike/00139.tif,train/masks/Lookalike/00139.tif,1024,512,512,512,2048,2048
train_Lookalike_00139_x1536_y0512,train,Lookalike,Lookalike/00139.tif,train/images/Lookalike/00139.tif,train/masks/Lookalike/00139.tif,1536,512,512,512,2048,2048
train_Lookalike_00139_x0000_y1024,train,Lookalike,Lookalike/00139.tif,train/images/Lookalike/00139.tif,train/masks/Lookalike/00139.tif,0,1024,512,512,2048,2048
train_Lookalike_00139_x0512_y1024,train,Lookalike,Lookalike/00139.tif,train/images/Lookalike/00139.tif,train/masks/Lookalike/00139.tif,512,1024,512,512,2048,2048
train_Lookalike_00139_x1024_y1024,train,Lookalike,Lookalike/00139.tif,train/images/Lookalike/00139.tif,train/masks/Lookalike/00139.tif,1024,1024,512,512,2048,2048
train_Lookalike_00139_x1536_y1024,train,Lookalike,Lookalike/00139.tif,train/images/Lookalike/00139.tif,train/masks/Lookalike/00139.tif,1536,1024,512,512,2048,2048
train_Lookalike_00139_x0000_y1536,train,Lookalike,Lookalike/00139.tif,train/images/Lookalike/00139.tif,train/masks/Lookalike/00139.tif,0,1536,512,512,2048,2048
train_Lookalike_00139_x0512_y1536,train,Lookalike,Lookalike/00139.tif,train/images/Lookalike/00139.tif,train/masks/Lookalike/00139.tif,512,1536,512,512,2048,2048
train_Lookalike_00139_x1024_y1536,train,Lookalike,Lookalike/00139.tif,train/images/Lookalike/00139.tif,train/masks/Lookalike/00139.tif,1024,1536,512,512,2048,2048
train_Lookalike_00139_x1536_y1536,train,Lookalike,Lookalike/00139.tif,train/images/Lookalike/00139.tif,train/masks/Lookalike/00139.tif,1536,1536,512,512,2048,2048
train_Lookalike_00140_x0000_y0000,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,0,0,512,512,2048,2148
train_Lookalike_00140_x0512_y0000,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,512,0,512,512,2048,2148
train_Lookalike_00140_x1024_y0000,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,1024,0,512,512,2048,2148
train_Lookalike_00140_x1536_y0000,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,1536,0,512,512,2048,2148
train_Lookalike_00140_x0000_y0512,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,0,512,512,512,2048,2148
train_Lookalike_00140_x0512_y0512,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,512,512,512,512,2048,2148
train_Lookalike_00140_x1024_y0512,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,1024,512,512,512,2048,2148
train_Lookalike_00140_x1536_y0512,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,1536,512,512,512,2048,2148
train_Lookalike_00140_x0000_y1024,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,0,1024,512,512,2048,2148
train_Lookalike_00140_x0512_y1024,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,512,1024,512,512,2048,2148
train_Lookalike_00140_x1024_y1024,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,1024,1024,512,512,2048,2148
train_Lookalike_00140_x1536_y1024,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,1536,1024,512,512,2048,2148
train_Lookalike_00140_x0000_y1536,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,0,1536,512,512,2048,2148
train_Lookalike_00140_x0512_y1536,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,512,1536,512,512,2048,2148
train_Lookalike_00140_x1024_y1536,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,1024,1536,512,512,2048,2148
train_Lookalike_00140_x1536_y1536,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,1536,1536,512,512,2048,2148
train_Lookalike_00140_x0000_y1636,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,0,1636,512,512,2048,2148
train_Lookalike_00140_x0512_y1636,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,512,1636,512,512,2048,2148
train_Lookalike_00140_x1024_y1636,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,1024,1636,512,512,2048,2148
train_Lookalike_00140_x1536_y1636,train,Lookalike,Lookalike/00140.tif,train/images/Lookalike/00140.tif,train/masks/Lookalike/00140.tif,1536,1636,512,512,2048,2148
train_Lookalike_00141_x0000_y0000,train,Lookalike,Lookalike/00141.tif,train/images/Lookalike/00141.tif,train/masks/Lookalike/00141.tif,0,0,512,512,2048,2048
train_Lookalike_00141_x0512_y0000,train,Lookalike,Lookalike/00141.tif,train/images/Lookalike/00141.tif,train/masks/Lookalike/00141.tif,512,0,512,512,2048,2048
train_Lookalike_00141_x1024_y0000,train,Lookalike,Lookalike/00141.tif,train/images/Lookalike/00141.tif,train/masks/Lookalike/00141.tif,1024,0,512,512,2048,2048
train_Lookalike_00141_x1536_y0000,train,Lookalike,Lookalike/00141.tif,train/images/Lookalike/00141.tif,train/masks/Lookalike/00141.tif,1536,0,512,512,2048,2048
train_Lookalike_00141_x0000_y0512,train,Lookalike,Lookalike/00141.tif,train/images/Lookalike/00141.tif,train/masks/Lookalike/00141.tif,0,512,512,512,2048,2048
train_Lookalike_00141_x0512_y0512,train,Lookalike,Lookalike/00141.tif,train/images/Lookalike/00141.tif,train/masks/Lookalike/00141.tif,512,512,512,512,2048,2048
train_Lookalike_00141_x1024_y0512,train,Lookalike,Lookalike/00141.tif,train/images/Lookalike/00141.tif,train/masks/Lookalike/00141.tif,1024,512,512,512,2048,2048
train_Lookalike_00141_x1536_y0512,train,Lookalike,Lookalike/00141.tif,train/images/Lookalike/00141.tif,train/masks/Lookalike/00141.tif,1536,512,512,512,2048,2048
train_Lookalike_00141_x0000_y1024,train,Lookalike,Lookalike/00141.tif,train/images/Lookalike/00141.tif,train/masks/Lookalike/00141.tif,0,1024,512,512,2048,2048
train_Lookalike_00141_x0512_y1024,train,Lookalike,Lookalike/00141.tif,train/images/Lookalike/00141.tif,train/masks/Lookalike/00141.tif,512,1024,512,512,2048,2048
train_Lookalike_00141_x1024_y1024,train,Lookalike,Lookalike/00141.tif,train/images/Lookalike/00141.tif,train/masks/Lookalike/00141.tif,1024,1024,512,512,2048,2048
train_Lookalike_00141_x1536_y1024,train,Lookalike,Lookalike/00141.tif,train/images/Lookalike/00141.tif,train/masks/Lookalike/00141.tif,1536,1024,512,512,2048,2048
train_Lookalike_00141_x0000_y1536,train,Lookalike,Lookalike/00141.tif,train/images/Lookalike/00141.tif,train/masks/Lookalike/00141.tif,0,1536,512,512,2048,2048
train_Lookalike_00141_x0512_y1536,train,Lookalike,Lookalike/00141.tif,train/images/Lookalike/00141.tif,train/masks/Lookalike/00141.tif,512,1536,512,512,2048,2048
train_Lookalike_00141_x1024_y1536,train,Lookalike,Lookalike/00141.tif,train/images/Lookalike/00141.tif,train/masks/Lookalike/00141.tif,1024,1536,512,512,2048,2048
train_Lookalike_00141_x1536_y1536,train,Lookalike,Lookalike/00141.tif,train/images/Lookalike/00141.tif,train/masks/Lookalike/00141.tif,1536,1536,512,512,2048,2048
train_Lookalike_00143_x0000_y0000,train,Lookalike,Lookalike/00143.tif,train/images/Lookalike/00143.tif,train/masks/Lookalike/00143.tif,0,0,512,512,2048,2048
train_Lookalike_00143_x0512_y0000,train,Lookalike,Lookalike/00143.tif,train/images/Lookalike/00143.tif,train/masks/Lookalike/00143.tif,512,0,512,512,2048,2048
train_Lookalike_00143_x1024_y0000,train,Lookalike,Lookalike/00143.tif,train/images/Lookalike/00143.tif,train/masks/Lookalike/00143.tif,1024,0,512,512,2048,2048
train_Lookalike_00143_x1536_y0000,train,Lookalike,Lookalike/00143.tif,train/images/Lookalike/00143.tif,train/masks/Lookalike/00143.tif,1536,0,512,512,2048,2048
train_Lookalike_00143_x0000_y0512,train,Lookalike,Lookalike/00143.tif,train/images/Lookalike/00143.tif,train/masks/Lookalike/00143.tif,0,512,512,512,2048,2048
train_Lookalike_00143_x0512_y0512,train,Lookalike,Lookalike/00143.tif,train/images/Lookalike/00143.tif,train/masks/Lookalike/00143.tif,512,512,512,512,2048,2048
train_Lookalike_00143_x1024_y0512,train,Lookalike,Lookalike/00143.tif,train/images/Lookalike/00143.tif,train/masks/Lookalike/00143.tif,1024,512,512,512,2048,2048
train_Lookalike_00143_x1536_y0512,train,Lookalike,Lookalike/00143.tif,train/images/Lookalike/00143.tif,train/masks/Lookalike/00143.tif,1536,512,512,512,2048,2048
train_Lookalike_00143_x0000_y1024,train,Lookalike,Lookalike/00143.tif,train/images/Lookalike/00143.tif,train/masks/Lookalike/00143.tif,0,1024,512,512,2048,2048
train_Lookalike_00143_x0512_y1024,train,Lookalike,Lookalike/00143.tif,train/images/Lookalike/00143.tif,train/masks/Lookalike/00143.tif,512,1024,512,512,2048,2048
train_Lookalike_00143_x1024_y1024,train,Lookalike,Lookalike/00143.tif,train/images/Lookalike/00143.tif,train/masks/Lookalike/00143.tif,1024,1024,512,512,2048,2048
train_Lookalike_00143_x1536_y1024,train,Lookalike,Lookalike/00143.tif,train/images/Lookalike/00143.tif,train/masks/Lookalike/00143.tif,1536,1024,512,512,2048,2048
train_Lookalike_00143_x0000_y1536,train,Lookalike,Lookalike/00143.tif,train/images/Lookalike/00143.tif,train/masks/Lookalike/00143.tif,0,1536,512,512,2048,2048
train_Lookalike_00143_x0512_y1536,train,Lookalike,Lookalike/00143.tif,train/images/Lookalike/00143.tif,train/masks/Lookalike/00143.tif,512,1536,512,512,2048,2048
train_Lookalike_00143_x1024_y1536,train,Lookalike,Lookalike/00143.tif,train/images/Lookalike/00143.tif,train/masks/Lookalike/00143.tif,1024,1536,512,512,2048,2048
train_Lookalike_00143_x1536_y1536,train,Lookalike,Lookalike/00143.tif,train/images/Lookalike/00143.tif,train/masks/Lookalike/00143.tif,1536,1536,512,512,2048,2048
train_Lookalike_00144_x0000_y0000,train,Lookalike,Lookalike/00144.tif,train/images/Lookalike/00144.tif,train/masks/Lookalike/00144.tif,0,0,512,512,2048,2048
train_Lookalike_00144_x0512_y0000,train,Lookalike,Lookalike/00144.tif,train/images/Lookalike/00144.tif,train/masks/Lookalike/00144.tif,512,0,512,512,2048,2048
train_Lookalike_00144_x1024_y0000,train,Lookalike,Lookalike/00144.tif,train/images/Lookalike/00144.tif,train/masks/Lookalike/00144.tif,1024,0,512,512,2048,2048
train_Lookalike_00144_x1536_y0000,train,Lookalike,Lookalike/00144.tif,train/images/Lookalike/00144.tif,train/masks/Lookalike/00144.tif,1536,0,512,512,2048,2048
train_Lookalike_00144_x0000_y0512,train,Lookalike,Lookalike/00144.tif,train/images/Lookalike/00144.tif,train/masks/Lookalike/00144.tif,0,512,512,512,2048,2048
train_Lookalike_00144_x0512_y0512,train,Lookalike,Lookalike/00144.tif,train/images/Lookalike/00144.tif,train/masks/Lookalike/00144.tif,512,512,512,512,2048,2048
train_Lookalike_00144_x1024_y0512,train,Lookalike,Lookalike/00144.tif,train/images/Lookalike/00144.tif,train/masks/Lookalike/00144.tif,1024,512,512,512,2048,2048
train_Lookalike_00144_x1536_y0512,train,Lookalike,Lookalike/00144.tif,train/images/Lookalike/00144.tif,train/masks/Lookalike/00144.tif,1536,512,512,512,2048,2048
train_Lookalike_00144_x0000_y1024,train,Lookalike,Lookalike/00144.tif,train/images/Lookalike/00144.tif,train/masks/Lookalike/00144.tif,0,1024,512,512,2048,2048
train_Lookalike_00144_x0512_y1024,train,Lookalike,Lookalike/00144.tif,train/images/Lookalike/00144.tif,train/masks/Lookalike/00144.tif,512,1024,512,512,2048,2048
train_Lookalike_00144_x1024_y1024,train,Lookalike,Lookalike/00144.tif,train/images/Lookalike/00144.tif,train/masks/Lookalike/00144.tif,1024,1024,512,512,2048,2048
train_Lookalike_00144_x1536_y1024,train,Lookalike,Lookalike/00144.tif,train/images/Lookalike/00144.tif,train/masks/Lookalike/00144.tif,1536,1024,512,512,2048,2048
train_Lookalike_00144_x0000_y1536,train,Lookalike,Lookalike/00144.tif,train/images/Lookalike/00144.tif,train/masks/Lookalike/00144.tif,0,1536,512,512,2048,2048
train_Lookalike_00144_x0512_y1536,train,Lookalike,Lookalike/00144.tif,train/images/Lookalike/00144.tif,train/masks/Lookalike/00144.tif,512,1536,512,512,2048,2048
train_Lookalike_00144_x1024_y1536,train,Lookalike,Lookalike/00144.tif,train/images/Lookalike/00144.tif,train/masks/Lookalike/00144.tif,1024,1536,512,512,2048,2048
train_Lookalike_00144_x1536_y1536,train,Lookalike,Lookalike/00144.tif,train/images/Lookalike/00144.tif,train/masks/Lookalike/00144.tif,1536,1536,512,512,2048,2048
train_Lookalike_00145_x0000_y0000,train,Lookalike,Lookalike/00145.tif,train/images/Lookalike/00145.tif,train/masks/Lookalike/00145.tif,0,0,512,512,2048,2048
train_Lookalike_00145_x0512_y0000,train,Lookalike,Lookalike/00145.tif,train/images/Lookalike/00145.tif,train/masks/Lookalike/00145.tif,512,0,512,512,2048,2048
train_Lookalike_00145_x1024_y0000,train,Lookalike,Lookalike/00145.tif,train/images/Lookalike/00145.tif,train/masks/Lookalike/00145.tif,1024,0,512,512,2048,2048
train_Lookalike_00145_x1536_y0000,train,Lookalike,Lookalike/00145.tif,train/images/Lookalike/00145.tif,train/masks/Lookalike/00145.tif,1536,0,512,512,2048,2048
train_Lookalike_00145_x0000_y0512,train,Lookalike,Lookalike/00145.tif,train/images/Lookalike/00145.tif,train/masks/Lookalike/00145.tif,0,512,512,512,2048,2048
train_Lookalike_00145_x0512_y0512,train,Lookalike,Lookalike/00145.tif,train/images/Lookalike/00145.tif,train/masks/Lookalike/00145.tif,512,512,512,512,2048,2048
train_Lookalike_00145_x1024_y0512,train,Lookalike,Lookalike/00145.tif,train/images/Lookalike/00145.tif,train/masks/Lookalike/00145.tif,1024,512,512,512,2048,2048
train_Lookalike_00145_x1536_y0512,train,Lookalike,Lookalike/00145.tif,train/images/Lookalike/00145.tif,train/masks/Lookalike/00145.tif,1536,512,512,512,2048,2048
train_Lookalike_00145_x0000_y1024,train,Lookalike,Lookalike/00145.tif,train/images/Lookalike/00145.tif,train/masks/Lookalike/00145.tif,0,1024,512,512,2048,2048
train_Lookalike_00145_x0512_y1024,train,Lookalike,Lookalike/00145.tif,train/images/Lookalike/00145.tif,train/masks/Lookalike/00145.tif,512,1024,512,512,2048,2048
train_Lookalike_00145_x1024_y1024,train,Lookalike,Lookalike/00145.tif,train/images/Lookalike/00145.tif,train/masks/Lookalike/00145.tif,1024,1024,512,512,2048,2048
train_Lookalike_00145_x1536_y1024,train,Lookalike,Lookalike/00145.tif,train/images/Lookalike/00145.tif,train/masks/Lookalike/00145.tif,1536,1024,512,512,2048,2048
train_Lookalike_00145_x0000_y1536,train,Lookalike,Lookalike/00145.tif,train/images/Lookalike/00145.tif,train/masks/Lookalike/00145.tif,0,1536,512,512,2048,2048
train_Lookalike_00145_x0512_y1536,train,Lookalike,Lookalike/00145.tif,train/images/Lookalike/00145.tif,train/masks/Lookalike/00145.tif,512,1536,512,512,2048,2048
train_Lookalike_00145_x1024_y1536,train,Lookalike,Lookalike/00145.tif,train/images/Lookalike/00145.tif,train/masks/Lookalike/00145.tif,1024,1536,512,512,2048,2048
train_Lookalike_00145_x1536_y1536,train,Lookalike,Lookalike/00145.tif,train/images/Lookalike/00145.tif,train/masks/Lookalike/00145.tif,1536,1536,512,512,2048,2048
train_Lookalike_00146_x0000_y0000,train,Lookalike,Lookalike/00146.tif,train/images/Lookalike/00146.tif,train/masks/Lookalike/00146.tif,0,0,512,512,2048,2048
train_Lookalike_00146_x0512_y0000,train,Lookalike,Lookalike/00146.tif,train/images/Lookalike/00146.tif,train/masks/Lookalike/00146.tif,512,0,512,512,2048,2048
train_Lookalike_00146_x1024_y0000,train,Lookalike,Lookalike/00146.tif,train/images/Lookalike/00146.tif,train/masks/Lookalike/00146.tif,1024,0,512,512,2048,2048
train_Lookalike_00146_x1536_y0000,train,Lookalike,Lookalike/00146.tif,train/images/Lookalike/00146.tif,train/masks/Lookalike/00146.tif,1536,0,512,512,2048,2048
train_Lookalike_00146_x0000_y0512,train,Lookalike,Lookalike/00146.tif,train/images/Lookalike/00146.tif,train/masks/Lookalike/00146.tif,0,512,512,512,2048,2048
train_Lookalike_00146_x0512_y0512,train,Lookalike,Lookalike/00146.tif,train/images/Lookalike/00146.tif,train/masks/Lookalike/00146.tif,512,512,512,512,2048,2048
train_Lookalike_00146_x1024_y0512,train,Lookalike,Lookalike/00146.tif,train/images/Lookalike/00146.tif,train/masks/Lookalike/00146.tif,1024,512,512,512,2048,2048
train_Lookalike_00146_x1536_y0512,train,Lookalike,Lookalike/00146.tif,train/images/Lookalike/00146.tif,train/masks/Lookalike/00146.tif,1536,512,512,512,2048,2048
train_Lookalike_00146_x0000_y1024,train,Lookalike,Lookalike/00146.tif,train/images/Lookalike/00146.tif,train/masks/Lookalike/00146.tif,0,1024,512,512,2048,2048
train_Lookalike_00146_x0512_y1024,train,Lookalike,Lookalike/00146.tif,train/images/Lookalike/00146.tif,train/masks/Lookalike/00146.tif,512,1024,512,512,2048,2048
train_Lookalike_00146_x1024_y1024,train,Lookalike,Lookalike/00146.tif,train/images/Lookalike/00146.tif,train/masks/Lookalike/00146.tif,1024,1024,512,512,2048,2048
train_Lookalike_00146_x1536_y1024,train,Lookalike,Lookalike/00146.tif,train/images/Lookalike/00146.tif,train/masks/Lookalike/00146.tif,1536,1024,512,512,2048,2048
train_Lookalike_00146_x0000_y1536,train,Lookalike,Lookalike/00146.tif,train/images/Lookalike/00146.tif,train/masks/Lookalike/00146.tif,0,1536,512,512,2048,2048
train_Lookalike_00146_x0512_y1536,train,Lookalike,Lookalike/00146.tif,train/images/Lookalike/00146.tif,train/masks/Lookalike/00146.tif,512,1536,512,512,2048,2048
train_Lookalike_00146_x1024_y1536,train,Lookalike,Lookalike/00146.tif,train/images/Lookalike/00146.tif,train/masks/Lookalike/00146.tif,1024,1536,512,512,2048,2048
train_Lookalike_00146_x1536_y1536,train,Lookalike,Lookalike/00146.tif,train/images/Lookalike/00146.tif,train/masks/Lookalike/00146.tif,1536,1536,512,512,2048,2048
train_Lookalike_00148_x0000_y0000,train,Lookalike,Lookalike/00148.tif,train/images/Lookalike/00148.tif,train/masks/Lookalike/00148.tif,0,0,512,512,2048,2048
train_Lookalike_00148_x0512_y0000,train,Lookalike,Lookalike/00148.tif,train/images/Lookalike/00148.tif,train/masks/Lookalike/00148.tif,512,0,512,512,2048,2048
train_Lookalike_00148_x1024_y0000,train,Lookalike,Lookalike/00148.tif,train/images/Lookalike/00148.tif,train/masks/Lookalike/00148.tif,1024,0,512,512,2048,2048
train_Lookalike_00148_x1536_y0000,train,Lookalike,Lookalike/00148.tif,train/images/Lookalike/00148.tif,train/masks/Lookalike/00148.tif,1536,0,512,512,2048,2048
train_Lookalike_00148_x0000_y0512,train,Lookalike,Lookalike/00148.tif,train/images/Lookalike/00148.tif,train/masks/Lookalike/00148.tif,0,512,512,512,2048,2048
train_Lookalike_00148_x0512_y0512,train,Lookalike,Lookalike/00148.tif,train/images/Lookalike/00148.tif,train/masks/Lookalike/00148.tif,512,512,512,512,2048,2048
train_Lookalike_00148_x1024_y0512,train,Lookalike,Lookalike/00148.tif,train/images/Lookalike/00148.tif,train/masks/Lookalike/00148.tif,1024,512,512,512,2048,2048
train_Lookalike_00148_x1536_y0512,train,Lookalike,Lookalike/00148.tif,train/images/Lookalike/00148.tif,train/masks/Lookalike/00148.tif,1536,512,512,512,2048,2048
train_Lookalike_00148_x0000_y1024,train,Lookalike,Lookalike/00148.tif,train/images/Lookalike/00148.tif,train/masks/Lookalike/00148.tif,0,1024,512,512,2048,2048
train_Lookalike_00148_x0512_y1024,train,Lookalike,Lookalike/00148.tif,train/images/Lookalike/00148.tif,train/masks/Lookalike/00148.tif,512,1024,512,512,2048,2048
train_Lookalike_00148_x1024_y1024,train,Lookalike,Lookalike/00148.tif,train/images/Lookalike/00148.tif,train/masks/Lookalike/00148.tif,1024,1024,512,512,2048,2048
train_Lookalike_00148_x1536_y1024,train,Lookalike,Lookalike/00148.tif,train/images/Lookalike/00148.tif,train/masks/Lookalike/00148.tif,1536,1024,512,512,2048,2048
train_Lookalike_00148_x0000_y1536,train,Lookalike,Lookalike/00148.tif,train/images/Lookalike/00148.tif,train/masks/Lookalike/00148.tif,0,1536,512,512,2048,2048
train_Lookalike_00148_x0512_y1536,train,Lookalike,Lookalike/00148.tif,train/images/Lookalike/00148.tif,train/masks/Lookalike/00148.tif,512,1536,512,512,2048,2048
train_Lookalike_00148_x1024_y1536,train,Lookalike,Lookalike/00148.tif,train/images/Lookalike/00148.tif,train/masks/Lookalike/00148.tif,1024,1536,512,512,2048,2048
train_Lookalike_00148_x1536_y1536,train,Lookalike,Lookalike/00148.tif,train/images/Lookalike/00148.tif,train/masks/Lookalike/00148.tif,1536,1536,512,512,2048,2048
train_Lookalike_00149_x0000_y0000,train,Lookalike,Lookalike/00149.tif,train/images/Lookalike/00149.tif,train/masks/Lookalike/00149.tif,0,0,512,512,2048,2048
train_Lookalike_00149_x0512_y0000,train,Lookalike,Lookalike/00149.tif,train/images/Lookalike/00149.tif,train/masks/Lookalike/00149.tif,512,0,512,512,2048,2048
train_Lookalike_00149_x1024_y0000,train,Lookalike,Lookalike/00149.tif,train/images/Lookalike/00149.tif,train/masks/Lookalike/00149.tif,1024,0,512,512,2048,2048
