split,class,image_filename,image_source,image_destination,mask_filename,mask_source,mask_destination,image_sha256,mask_sha256,width,height,bands,dtype,storage_method,excluded,exclusion_reason
train,Oil,00863.tif,Oil/00863.tif,train/images/Oil/00863.tif,00863.tif,Mask_oil/00863.tif,train/masks/Oil/00863.tif,c0eab9bd88924d31878b4f252d25ccb772713bb817537c5d4064d9cb890fcba7,338af509eac527082c1602e59959c49ab7031ce319153cc8b24571bb6f9b0e34,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00231.tif,Oil/00231.tif,train/images/Oil/00231.tif,00231.tif,Mask_oil/00231.tif,train/masks/Oil/00231.tif,60e3f79eedf13b4f00734e8854ad3656d263c29276527893e7e4d9a4a3de60e0,94a4b07bc622cdcab493985e68fcc496e819979f93b195ce087edb1b71d32e34,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00026.tif,Oil/00026.tif,train/images/Oil/00026.tif,00026.tif,Mask_oil/00026.tif,train/masks/Oil/00026.tif,8a2262645ebbcbc70986c2a55ea0c64bfe05d53fa93c385c24dbd17fd8140a2f,50759f8a685ef3a91c7d01b9f59bda704a0f262c908bcf3d934d6156511a0767,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00500.tif,Oil/00500.tif,train/images/Oil/00500.tif,00500.tif,Mask_oil/00500.tif,train/masks/Oil/00500.tif,17f0dd7b6235a1aa02127ce2ca7f88ab8bc400380a4fb77c8088834e389405bb,8b4550524cec005d894e01caa9a9a3694b4f442bdd3558aedf21ef7f6dafc396,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00227.tif,Oil/00227.tif,train/images/Oil/00227.tif,00227.tif,Mask_oil/00227.tif,train/masks/Oil/00227.tif,ed690fddf9d2f427a1bfe9e70a709248f1d9385dd7ded33a580be923f3cfc5bb,bf25b7c9c2e2584410f58f8916d1954de7176b9e377d2f67ebfe373ae9d8caca,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00207.tif,Oil/00207.tif,train/images/Oil/00207.tif,00207.tif,Mask_oil/00207.tif,train/masks/Oil/00207.tif,19171c93b8c0a952d67a2a830f7e3a222433640a912bfc6cc0651dd2e2bc40e9,c030e46c363bc58ffd8e50094f51bab66971bde2c88054dbf71c6d95a42a5019,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01260.tif,Oil/01260.tif,train/images/Oil/01260.tif,01260.tif,Mask_oil/01260.tif,train/masks/Oil/01260.tif,db94872ece055e2ba84d9dec2f2e9d82fc632122e0e9dc879806337cebdc5274,2bd88a81d02dc5469f7e209eb9d3a8dc0a93941adb3066e792c526bdd3d25019,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01313.tif,Oil/01313.tif,train/images/Oil/01313.tif,01313.tif,Mask_oil/01313.tif,train/masks/Oil/01313.tif,603048ad48592f7228cbcbf9f6c82505f4a975ede954883783721183fd4f8319,1f97c110ee5af61e2ec868151c066d3ccf49815c98208fa08001069815447322,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00734.tif,Oil/00734.tif,train/images/Oil/00734.tif,00734.tif,Mask_oil/00734.tif,train/masks/Oil/00734.tif,0c32f9b5f2c5c5973c0a5c76e3df4e1960af9ed1cf32c29a2a92b500e5c6feda,3a11f78b0da186e3b7a63eff5230a3003888b59af43293a7640cbdc786be80bc,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01057.tif,Oil/01057.tif,train/images/Oil/01057.tif,01057.tif,Mask_oil/01057.tif,train/masks/Oil/01057.tif,c6f0f65022f3096adf34f7fa1a3cf0a0c0d8dea2179269d1207e031d17183886,503ba798985fb93a194da116273e6b02e97a4b3a12cad31def1422a1fd20100b,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00663.tif,Oil/00663.tif,train/images/Oil/00663.tif,00663.tif,Mask_oil/00663.tif,train/masks/Oil/00663.tif,6acd3a0252daa84ccba1526c13c5c89f22a2927225eb3b62c876f9f4f0fd97b0,5e4f8865afabf6e4109aa7c92b7a65a7b491dc0be4a324f824d100e839f8b567,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01113.tif,Oil/01113.tif,train/images/Oil/01113.tif,01113.tif,Mask_oil/01113.tif,train/masks/Oil/01113.tif,70a0b5f608afa1396cd022544a7987e79a71bb1607e9316e00e93c0e7b40b2d0,90c4ca716ea39ea4ff05bf750e03303033efaf1fb83dd6209ee18756f19c8184,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00131.tif,Oil/00131.tif,train/images/Oil/00131.tif,00131.tif,Mask_oil/00131.tif,train/masks/Oil/00131.tif,880da9baa27708ae56497c35a5c7cfaafc75d5d92486bf0a8be039b752fd5674,a5e0ffd4793eb737d6b9dc68c3bef538e6664891c84bbb7ff643f6b4b5c89129,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00789.tif,Oil/00789.tif,train/images/Oil/00789.tif,00789.tif,Mask_oil/00789.tif,train/masks/Oil/00789.tif,d85fc05af5d6284ce40c1ae06ceac9f6a4e5bf7b13a9999b37086f276f349a42,bef5e87819e9978af481291f16ca0e840fee3f6b3d6ec1a751a90b6c339404bc,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01078.tif,Oil/01078.tif,train/images/Oil/01078.tif,01078.tif,Mask_oil/01078.tif,train/masks/Oil/01078.tif,a1ec199e14685f4932a985ae110a7239830044ebd49aa688e331fd9633cd066f,70d94d33f5523fbc057002b40ac1386fd126a1c3064eae12786d74ae65bd6c05,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00805.tif,Oil/00805.tif,train/images/Oil/00805.tif,00805.tif,Mask_oil/00805.tif,train/masks/Oil/00805.tif,4e8daaf3d22e4bf2aa0337cf3e2c9a1f282a10742c7f8ea5bacb2c9a3c959552,a29a32156c843d7e72e592b33fb83d1210c6b5b563175c07431394f44dc765bd,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01197.tif,Oil/01197.tif,train/images/Oil/01197.tif,01197.tif,Mask_oil/01197.tif,train/masks/Oil/01197.tif,0a49d3097eb5497a551571468e7f0030d46c2b62510a1860630a6e196b03ecce,9bd790eadc3eda4df37ad64c6c378223aa6ff7e933d778d22fd4a9a13b4f833d,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00442.tif,Oil/00442.tif,train/images/Oil/00442.tif,00442.tif,Mask_oil/00442.tif,train/masks/Oil/00442.tif,b064fb56a23b83ac30e12d1b276c3e759e89e65e0ca1e2d2c5a8ae21063a6bcf,594cf08eadba320f3a8d84eddb68c420aba48caef3ba64968aa6015a88bbe2bd,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00994.tif,Oil/00994.tif,train/images/Oil/00994.tif,00994.tif,Mask_oil/00994.tif,train/masks/Oil/00994.tif,04913c4f76e129d062046e698330a3da720dff253a3e1e19ad6d28efd78a6f7b,66bb0815e45f48f15b502e6503040bc576b6ea275ae0db9799c1a58253205969,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00449.tif,Oil/00449.tif,train/images/Oil/00449.tif,00449.tif,Mask_oil/00449.tif,train/masks/Oil/00449.tif,d4305c4001dfabee76b569b4ff978c77c001bd9eee5418149ec9a6bc5772f740,7304cdff1dc15e29b52bb5c5be96522ffa2b51ee71b1f5e7de3483f550b838c4,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00388.tif,Oil/00388.tif,train/images/Oil/00388.tif,00388.tif,Mask_oil/00388.tif,train/masks/Oil/00388.tif,8ca5a1503bf7bf5c9afb8d4ed0e0e42f5ba0f95df2f455da0f2dc204b83c132b,cc7e5427d26a977b88cfc5d81f0ada160f950da9d76a702e3613a8ff8191e8f8,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00047.tif,Oil/00047.tif,train/images/Oil/00047.tif,00047.tif,Mask_oil/00047.tif,train/masks/Oil/00047.tif,c794fe116313eda550ccdbce1b51c6b8edc89ad7360f27b21bcf3829dce2e12d,91922ce81f093568e5bde5e8a97e2d4a3c7268ff5cb9f7f3b895e8e83933aba5,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01221.tif,Oil/01221.tif,train/images/Oil/01221.tif,01221.tif,Mask_oil/01221.tif,train/masks/Oil/01221.tif,f1ac1111addadb49bdff30c91bb8c6621154a07fec08558601b488290482333d,718b6a7c29e44f3921bc16e4860ec79cd5eaa12aa63dd6c550379742a66f7329,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01305.tif,Oil/01305.tif,train/images/Oil/01305.tif,01305.tif,Mask_oil/01305.tif,train/masks/Oil/01305.tif,e270466f40edaae4817836c8eaf82a3b97e1ca5817f0d9a31610bf2197a7636f,b634cd42d8dcfc081237f940c44f695f16f4f122aa99ec3e66883a3c73a2258e,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00191.tif,Oil/00191.tif,train/images/Oil/00191.tif,00191.tif,Mask_oil/00191.tif,train/masks/Oil/00191.tif,224cd37991ea5d3d334a196f03622ce345c3443578f7af63a7087aafe932fec4,cb777beb087d95840189a909d5fa90e0ca51f6ac3379c61241fee75b20132f1b,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00655.tif,Oil/00655.tif,train/images/Oil/00655.tif,00655.tif,Mask_oil/00655.tif,train/masks/Oil/00655.tif,350bc9dea4e691fe0fa9176741d7f9dc02e235c350759b01e66498c48b4f2a20,4be3290fc99a1a1bfec4a43e20ac7464bea4f735096853a65099a0b652b01880,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00692.tif,Oil/00692.tif,train/images/Oil/00692.tif,00692.tif,Mask_oil/00692.tif,train/masks/Oil/00692.tif,7fcfa68e61c13b18aba5f8434078ffa40ae44db4f44bf57d44c11a07d1948cac,bdc44624de01dc3316f6cd1647eb7f3caa7dfb9272b35b4509d49501ea38195a,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00955.tif,Oil/00955.tif,train/images/Oil/00955.tif,00955.tif,Mask_oil/00955.tif,train/masks/Oil/00955.tif,487b2430f1299293a1cef0e5645990a3e58572950ee755e64e2f1fdd0170cfe1,0d0b9246720e95b335e729775f907f2e9a52b2c00eb9e773b075c592a642d36f,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00040.tif,Oil/00040.tif,train/images/Oil/00040.tif,00040.tif,Mask_oil/00040.tif,train/masks/Oil/00040.tif,ce6622230e3d1ddd1ead5da81f434e6e896c78ffcb42638c55481b3084db521e,1e0ed3ae48a828268bd0c6373fc13995309d7a874d457b3d3f16740acb9233af,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00648.tif,Oil/00648.tif,train/images/Oil/00648.tif,00648.tif,Mask_oil/00648.tif,train/masks/Oil/00648.tif,9a2f5373c20957db2e9db6b6835fbc005bac9706e3fb0df0987f8d402a677940,9db5665746aca8d82373efce7db866ced2c08a8778d29911ffad28b9d0bf309a,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00192.tif,Oil/00192.tif,train/images/Oil/00192.tif,00192.tif,Mask_oil/00192.tif,train/masks/Oil/00192.tif,c5be4a124ebe0f7f50877cb1d449b5837fc403512ffe9d9f8a34a3f77f483550,8c3b8c67b6a696ab5480bc5039ec1f03ae5bb6b0660345301a33689a263e9eee,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00815.tif,Oil/00815.tif,train/images/Oil/00815.tif,00815.tif,Mask_oil/00815.tif,train/masks/Oil/00815.tif,059a52898a3a252979f2cbbb3cd9c8ddf87254f4509e5080aba307f7d9c6577c,e29900b2c4e2a81d3d84e197966f667075253ae0247f432de8d9391d76fb2955,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01075.tif,Oil/01075.tif,train/images/Oil/01075.tif,01075.tif,Mask_oil/01075.tif,train/masks/Oil/01075.tif,7a384ae679041646283813d919724dd2fac2f72a7fe9c5703dbc2528d3f60638,66de0f19c6e263eda0bcf6e272ddca8ceaa37234b56698f3ec1bff864885ca74,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01255.tif,Oil/01255.tif,train/images/Oil/01255.tif,01255.tif,Mask_oil/01255.tif,train/masks/Oil/01255.tif,6500a56458e99e9c104b5611aff6ea41b897f168eed9c96ddbeae7daa51b7739,6e894975ba1a69898e8278664a101f837414b2a765b3a4ca6c7b61bb3e4492ee,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00969.tif,Oil/00969.tif,train/images/Oil/00969.tif,00969.tif,Mask_oil/00969.tif,train/masks/Oil/00969.tif,d3fa64be6c0933d2f97db9259c07f816cd0fd8013f7945fa7c53c12798031458,8741c443813804cc2ea1b315e1a8fb2e076e7ef9daf54fcbdef0d7784ef0e36e,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00664.tif,Oil/00664.tif,train/images/Oil/00664.tif,00664.tif,Mask_oil/00664.tif,train/masks/Oil/00664.tif,f83d7d4da9756dbe23e65d44af3e26e6e361dfcd813c8d23b915d602220fc0f3,3808b82b3a352a977d4c8a9017373fa945851686dc2f5e809323787e969d3b8e,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00516.tif,Oil/00516.tif,train/images/Oil/00516.tif,00516.tif,Mask_oil/00516.tif,train/masks/Oil/00516.tif,e2d45730cef71c4a27abc3fa881d21d2ed4175394767c9039a752c8cc8d8a9ac,f0dcbf5659f8fc58c9fa8ef2b9d4e664567b8652eee1a3def37934a9c9d9fc69,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00831.tif,Oil/00831.tif,train/images/Oil/00831.tif,00831.tif,Mask_oil/00831.tif,train/masks/Oil/00831.tif,92cd069fc9d414e0a5fea46d7ac1fe7a9edde5bcefd151dc13c8fcc2197af874,ce67b4f786beca966f36abc12b9a04a98220ede273e3aa4d6342054352802221,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00654.tif,Oil/00654.tif,train/images/Oil/00654.tif,00654.tif,Mask_oil/00654.tif,train/masks/Oil/00654.tif,492dc2e97ab89dd83dac17e8844a52debda7af5166cd5fd74dffa3043539826d,1ea71255affd9e29be789b96309bf5297953812f975ba349b999b0e08e628cb0,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00532.tif,Oil/00532.tif,train/images/Oil/00532.tif,00532.tif,Mask_oil/00532.tif,train/masks/Oil/00532.tif,15e6427df4cb1ee7164be6d5268a7530a592e82dbe97e0f9fbf19181febfc87f,107ea3beab629995e1325d8a18705e5d8b054bde83bc22d29b7cf19fe4418525,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00869.tif,Oil/00869.tif,train/images/Oil/00869.tif,00869.tif,Mask_oil/00869.tif,train/masks/Oil/00869.tif,95de0df7cd858e121100a80390ba47d077e0d670abbc4462c8c5bcd110dde86f,3e8c88724043633be9e46a050213a20f2db874c7813d60957b923ca893a3b498,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00206.tif,Oil/00206.tif,train/images/Oil/00206.tif,00206.tif,Mask_oil/00206.tif,train/masks/Oil/00206.tif,d94e66460bba894bc1cdfb3654e61daef1be319264b00f04844db997868a1648,eb163213b3b95f6dc2b25ba6edf659041033c22b6170238df96e09d5b1553ccd,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00332.tif,Oil/00332.tif,train/images/Oil/00332.tif,00332.tif,Mask_oil/00332.tif,train/masks/Oil/00332.tif,3da071fe2fa1038dc8872f19482603c7c02e8e41d5fcbfd6aeb79d17ad0f481d,032013da1ab9eb5f5923723446b01e1eb6380d597333fe64c250d4a8b472a07d,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00754.tif,Oil/00754.tif,train/images/Oil/00754.tif,00754.tif,Mask_oil/00754.tif,train/masks/Oil/00754.tif,debaa1ffdd69755638aa33e52340bc726fb5d9be6645148bb4e2fec6aa0dca0f,079e5267ce221effae148ccee31ac4be709a7948e34ee84e19e2e2640bb2ddc4,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00169.tif,Oil/00169.tif,train/images/Oil/00169.tif,00169.tif,Mask_oil/00169.tif,train/masks/Oil/00169.tif,d20a0a9825fabaffcd2517e2c589833742419bcc7bf5f9e564c269ad0f277aeb,45b40270ab83cff7053d154f6ab2b07738aec2b22188ae2ad7b460521551954b,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00899.tif,Oil/00899.tif,train/images/Oil/00899.tif,00899.tif,Mask_oil/00899.tif,train/masks/Oil/00899.tif,edc1ea22f05e5910287206819cbd87f55f1735674fa6bb144d6622ae191deeed,1694c1d9a87e552875bdc72eb180eba6c1ea4289c7091d5c814c6a51b8979d30,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00416.tif,Oil/00416.tif,train/images/Oil/00416.tif,00416.tif,Mask_oil/00416.tif,train/masks/Oil/00416.tif,f265b89af7268b855d077044f0e1ec80883a6dc6e4b44ab4613b2e53544029df,01f15a02fc34626e9f5017f48abd9c899f273d888d99ab1d29bab8635b982c9e,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00003.tif,Oil/00003.tif,train/images/Oil/00003.tif,00003.tif,Mask_oil/00003.tif,train/masks/Oil/00003.tif,47c6bbb02bd25b3e1235be9590660489c59cfcd83ec719b17dd09b5ea4f330d4,2dcffbc08546bbb4bd10f2ca657ba762aec4515e93b9c937f7e3f699793dbfd2,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00051.tif,Oil/00051.tif,train/images/Oil/00051.tif,00051.tif,Mask_oil/00051.tif,train/masks/Oil/00051.tif,92e954b114d8e58db9b86a2a02f3ec9498e69db5ee543e579f5d23ade376942f,181b3613f57b48e2c5afb4ecbb43f296f0ef2f3a3733f6a3493751e1cc26c6cc,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01289.tif,Oil/01289.tif,train/images/Oil/01289.tif,01289.tif,Mask_oil/01289.tif,train/masks/Oil/01289.tif,6ba080ef0972f9a9604a753c1e26282e3757a539d827708d1dce01b38a3a82dc,872dd0521557967e374cf22fb040bf348c95fdc078e1f0054e8c068351fc879d,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01244.tif,Oil/01244.tif,train/images/Oil/01244.tif,01244.tif,Mask_oil/01244.tif,train/masks/Oil/01244.tif,419c6b09121d9ff74600711214d23d47a3b2df5d77391958748a10b3809f893b,2306615a1afeea4626d40f9d282df1aa202023d47d05a9033cc5923d51e8a034,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00923.tif,Oil/00923.tif,train/images/Oil/00923.tif,00923.tif,Mask_oil/00923.tif,train/masks/Oil/00923.tif,08a51711c1ed6f262e0a134dc3f09498aa4829856afe6442eb888df0481fc419,8c6e56a8a76a7551f8a68082caf94a20d0c67d336d40162565f65774ce524c55,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00114.tif,Oil/00114.tif,train/images/Oil/00114.tif,00114.tif,Mask_oil/00114.tif,train/masks/Oil/00114.tif,005659db5cbc0ffc3989a7877afd7dd6c534f36381c13a30418240b1c2c6e6c3,38c2a32e8f974d8ec843a81ae290130769efe9dcde8fe613724df45cd8c7399e,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00058.tif,Oil/00058.tif,train/images/Oil/00058.tif,00058.tif,Mask_oil/00058.tif,train/masks/Oil/00058.tif,6c62ec7a6f9bab61981777c0993a0bfe6e8d2ae51d954bcc7ccde7b44405bb50,479451e73f25271a8386707e44b2488d1acd7f9c1f43b2d9c2f25cca91da1a8c,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01176.tif,Oil/01176.tif,train/images/Oil/01176.tif,01176.tif,Mask_oil/01176.tif,train/masks/Oil/01176.tif,95c598f1bc0007bc5905a1297a51cdcfda87e6457341b6a6fd72ccbec04a5a39,faef42a50943dec29e829307439d8aff0d9fd317900be34493caf915886585d0,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00584.tif,Oil/00584.tif,train/images/Oil/00584.tif,00584.tif,Mask_oil/00584.tif,train/masks/Oil/00584.tif,f8ebca968079a96d2b0c8a85eae03a3e28fe24f311583addec6ad4b774adfb56,b2af10cdaf66edae0f5a1d6a0d4f53d4cb838e10f50e8ffd366118ca1df22563,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00606.tif,Oil/00606.tif,train/images/Oil/00606.tif,00606.tif,Mask_oil/00606.tif,train/masks/Oil/00606.tif,84c5d03e01070f8ac1d9369ffa7f2dd2fb5efb291b0f7b17271b038130583dcc,b73d5ec27718b9a25b248e4ecf4472029fdfebc4602ebf9ca3d8ed59777aed13,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00947.tif,Oil/00947.tif,train/images/Oil/00947.tif,00947.tif,Mask_oil/00947.tif,train/masks/Oil/00947.tif,ccf483e138ccd10746511d6ef76c4b78df7e4076095693e3b0b15d5062b52038,59873d7ad5b75dc9e85a856a0845382b001f3c190dc3704e9acd4769edfde634,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00751.tif,Oil/00751.tif,train/images/Oil/00751.tif,00751.tif,Mask_oil/00751.tif,train/masks/Oil/00751.tif,db3e368843f2a50423c1ea24cefca7de52281aea9b5fa6179b61d8c55db0386e,6fd81173c17eab2c89efd14fa010962712f49e4c5542209459076efcbfc62f6f,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00810.tif,Oil/00810.tif,train/images/Oil/00810.tif,00810.tif,Mask_oil/00810.tif,train/masks/Oil/00810.tif,ef85084410e86f2875f010b247d72931f29c0f1d9ac909b7eda2f7375484c13a,7fbd049387519ff3831df9119a5a77f53436752564126c08977c98372a4d3aad,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00259.tif,Oil/00259.tif,train/images/Oil/00259.tif,00259.tif,Mask_oil/00259.tif,train/masks/Oil/00259.tif,6e68bab26510f3438a284ee6dbd1e339ea9c9a583baec4edd719f162721b6e4f,c099fefc0ec9e647a8f8fe1ed1568cda3b9c71733da6fabf0434c8cd62124fb4,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00427.tif,Oil/00427.tif,train/images/Oil/00427.tif,00427.tif,Mask_oil/00427.tif,train/masks/Oil/00427.tif,625ebc0523a89a1c3c321a8b04cb7ae8c47309e5d15320e27092cdba34932a5a,362a4dfb22b9b533016d56bd411ec83deef847e036f8165cbe85622ffc5f3b13,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00843.tif,Oil/00843.tif,train/images/Oil/00843.tif,00843.tif,Mask_oil/00843.tif,train/masks/Oil/00843.tif,085ba49e2413e16c85636790e503877a53b7b1ba1945061614d502846076c22c,60a510dde2889d4982ea9265f8ae5dc8c227c78f612e4409a846370e3b1bc81a,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00267.tif,Oil/00267.tif,train/images/Oil/00267.tif,00267.tif,Mask_oil/00267.tif,train/masks/Oil/00267.tif,97c354bbf5521c2cf1ddfa9ecc5f7d95d85e27f9d15b24e17c42a5030ea85947,f39f0383b84cc171fafe1781a3380d07121b7b31ca740e16c11fc1a696934537,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00716.tif,Oil/00716.tif,train/images/Oil/00716.tif,00716.tif,Mask_oil/00716.tif,train/masks/Oil/00716.tif,ee446063654b6fdc01baa43f5c141e5056597ef39cf8c1251408a758075b3aca,d92b799d86c4e7f78f7bec7b3ac651f6d14794d24cf0a5cf9d97b798acb03f1a,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00354.tif,Oil/00354.tif,train/images/Oil/00354.tif,00354.tif,Mask_oil/00354.tif,train/masks/Oil/00354.tif,e18d6d4aa97c5e7f1f9873fd22532df41f0fdd0bb4cc2ae130d535410f5c68a0,5661dbdc4507d1479d742f3c65a4a5bccfd98bcf428a99cb171765be2c5b6f92,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00344.tif,Oil/00344.tif,train/images/Oil/00344.tif,00344.tif,Mask_oil/00344.tif,train/masks/Oil/00344.tif,dd71b37fa4b308af96db9e62da911d9d205d89edaa11f5d2c469466a2d10a8b2,980a1fcc28234410f511453d8130d3570ae3029631221815f0779c67a3137074,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00199.tif,Oil/00199.tif,train/images/Oil/00199.tif,00199.tif,Mask_oil/00199.tif,train/masks/Oil/00199.tif,6f456d0cf3fae6474b812b5fbc7f8146b30ac6f409c6a31cfa2975aff7f66734,fec45522313ea3156dba169882e6c58136b52a5b6a8a01068dfa4db17a36dbd8,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00656.tif,Oil/00656.tif,train/images/Oil/00656.tif,00656.tif,Mask_oil/00656.tif,train/masks/Oil/00656.tif,e29bff0766fe028bb40b3e552a14bde5391fed52f6c43e6428d89a79cca4c6b1,3f1802056bd430d4d5f084cc2bbd4e162db7da41b1e2bea33483a596e1d06034,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00870.tif,Oil/00870.tif,train/images/Oil/00870.tif,00870.tif,Mask_oil/00870.tif,train/masks/Oil/00870.tif,fd3c5faf13be0b159a60272bea8cf6489981a19cf0cc4c8b80e86a5a8a1b282e,eb64d4c4fb7aec5a37a0c761f91b9d0df3c0d00c8fa4e97f7027397105725fc5,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00135.tif,Oil/00135.tif,train/images/Oil/00135.tif,00135.tif,Mask_oil/00135.tif,train/masks/Oil/00135.tif,c28745f608208d6d9dd586681bf1076bfcd80c17896a23d26e98a749f3c97631,aa60de717f7d888c34fc067bd88f78e235ce059e7ea8e7e385174bd3706e7024,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01182.tif,Oil/01182.tif,train/images/Oil/01182.tif,01182.tif,Mask_oil/01182.tif,train/masks/Oil/01182.tif,5f5b7b633685798055637c881430601d70f2bc85493a41d33da2bb6c362f288d,6719ce8901eb692e38d45335ecb33d8b325b356d89ce7c701c5dbdca4bb2f98f,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00334.tif,Oil/00334.tif,train/images/Oil/00334.tif,00334.tif,Mask_oil/00334.tif,train/masks/Oil/00334.tif,99b53681f56fe5021399a101789015b669715820ecc33c1993a31e3691dbff71,db674e5bcd220ae2ba9a4e9fded375db7a311e1c4bcaf9fd154853e7e6899ff3,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00174.tif,Oil/00174.tif,train/images/Oil/00174.tif,00174.tif,Mask_oil/00174.tif,train/masks/Oil/00174.tif,2441dc21a56cfd6a965871063bd0cea52f7db1fa349d88509ae0f3b64c0c215b,9d3c6ac4e03c20661470dca5ab581778a2f175b951dfcb3062a202c170ecf1b0,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00132.tif,Oil/00132.tif,train/images/Oil/00132.tif,00132.tif,Mask_oil/00132.tif,train/masks/Oil/00132.tif,3353651fa5fd32d2e0dd3fac765037e2e169356f825b825e2ef0a4d4a7197cab,ff9f61e794051e529cad73ff310bf2c4a04177caa2756cfc01750da14f9cba14,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00786.tif,Oil/00786.tif,train/images/Oil/00786.tif,00786.tif,Mask_oil/00786.tif,train/masks/Oil/00786.tif,a8e94cf46d760a8c7ce02e474e7c3162d11d644f4cebf561b137d71d3c6b2157,11d3ebf952b58a1c8ca82eba8b877b956eb9a003b28b6f4d1eb95335e29fd583,2048,2048,2,float32+float32,HARD_LINK,NO,
